"t","x","y","z","a"
4.194000550E-1,-1.095604897E-2,-7.358616590E-2,7.551479340E-2,1.060068056E-1
4.243925030E-1,-9.581816196E-2,-4.000321031E-2,3.617286682E-3,1.038963992E-1
4.293849510E-1,-1.750973463E-1,-6.424203515E-3,-2.007865906E-2,1.763618542E-1
4.343773990E-1,-1.966285706E-1,4.131557047E-2,-9.107589722E-4,2.009243654E-1
4.393698470E-1,-1.748825312E-1,6.514276564E-2,8.518218994E-3,1.868155231E-1
4.443622950E-1,-1.290298700E-1,6.523263454E-2,-1.173973083E-3,1.445869364E-1
4.493547430E-1,-1.163436174E-1,5.120921135E-2,1.285362244E-2,1.277632038E-1
4.543471910E-1,-1.083991528E-1,3.728234768E-2,3.617382050E-2,1.202035568E-1
4.593396390E-1,-4.369354248E-2,-3.351671994E-2,8.763408661E-2,1.034999000E-1
4.643320870E-1,8.678281307E-2,-7.566241920E-2,1.100873947E-1,1.592962423E-1
4.693245340E-1,1.784048080E-1,-1.652828902E-1,1.322431564E-1,2.768302038E-1
4.743169820E-1,2.033514977E-1,-2.357417792E-1,1.067228317E-1,3.291136291E-1
4.793094300E-1,2.329840660E-1,-2.491653711E-1,1.987552643E-2,3.417016150E-1
4.843018780E-1,2.433637381E-1,-2.818649411E-1,-2.815341949E-2,3.734519635E-1
4.892943260E-1,1.825813055E-1,-2.767123580E-1,-6.620979309E-2,3.380671514E-1
4.942867740E-1,9.390950203E-2,-2.527315021E-1,-1.702041626E-1,3.188442624E-1
4.992792220E-1,-5.096781254E-2,-2.241936773E-1,-2.778511047E-1,3.606407621E-1
5.042716700E-1,-1.283297539E-1,-2.049825788E-1,-3.986005783E-1,4.662282749E-1
5.092641180E-1,-1.480431557E-1,-1.615031809E-1,-4.754924774E-1,5.235390620E-1
5.142565660E-1,-1.336151361E-1,-1.223229468E-1,-4.853658676E-1,5.180694291E-1
5.192490140E-1,-1.182130575E-1,-7.314673066E-2,-4.858160019E-1,5.053137232E-1
5.242414620E-1,-9.220635891E-2,-4.709812999E-2,-4.532384872E-1,4.649143715E-1
5.292339090E-1,-6.054127216E-2,-2.035282552E-2,-4.258699417E-1,4.306328952E-1
5.342263570E-1,-3.770458698E-2,-2.569183707E-3,-3.230113983E-1,3.252146984E-1
5.392188050E-1,-5.236828327E-2,6.113350391E-3,-1.548137665E-1,1.635454446E-1
5.442112530E-1,-7.638609409E-2,4.344247282E-2,-2.140331268E-2,9.044437854E-2
5.492037010E-1,-5.325996876E-2,4.261994362E-2,1.060838699E-1,1.261224458E-1
5.541961490E-1,-3.117239475E-2,8.422899246E-2,2.656984329E-1,2.804672862E-1
5.591885970E-1,-1.047027111E-2,1.249800473E-1,4.097614288E-1,4.285254571E-1
5.641810450E-1,-2.424681187E-2,1.267783195E-1,4.625005722E-1,4.801743740E-1
5.691734930E-1,-7.677865028E-2,1.278544962E-1,4.674320221E-1,4.906469491E-1
5.741659410E-1,-1.439475417E-1,1.282190979E-1,4.012498856E-1,4.451544704E-1
5.791584410E-1,-2.449235320E-1,1.234169900E-1,3.405456543E-1,4.372535107E-1
5.841509410E-1,-2.940390110E-1,9.462568164E-2,2.235641479E-1,3.813055046E-1
5.891434410E-1,-2.725641727E-1,4.708369076E-2,1.029777527E-1,2.951483013E-1
5.941359410E-1,-2.140285373E-1,-2.377232909E-2,4.997253418E-2,2.210669414E-1
5.991284410E-1,-1.325758100E-1,-8.434697986E-2,-7.286071777E-3,1.573017649E-1
6.041209410E-1,-1.039987206E-1,-1.251178086E-1,-2.335548401E-3,1.627134128E-1
6.091134410E-1,-8.011192083E-2,-1.368287504E-1,-2.119350433E-2,1.599662196E-1
6.141059410E-1,-1.080430150E-1,-1.388566792E-1,-4.945468903E-2,1.827573165E-1
6.190984410E-1,-6.374382973E-2,-1.121967137E-1,-8.705329895E-2,1.556587783E-1
6.240909410E-1,-9.506744146E-2,-9.511134028E-2,-7.692337036E-2,1.549231758E-1
6.290834410E-1,-1.400202513E-1,-5.909782648E-2,-8.115768433E-2,1.722927555E-1
6.340759410E-1,-1.369612217E-1,-4.238912463E-2,-6.162929535E-2,1.560557086E-1
6.390684410E-1,-9.103614092E-2,1.206496358E-2,1.944923401E-2,9.386913765E-2
6.440609410E-1,-5.478203297E-2,3.236530721E-2,1.330575943E-1,1.474886696E-1
6.490534410E-1,-4.526734352E-3,3.285087645E-2,2.124567032E-1,2.150291193E-1
6.540459410E-1,7.865202427E-2,3.729875386E-2,3.006591797E-1,3.130068375E-1
6.590384410E-1,1.802300215E-1,5.030436814E-2,3.738460541E-1,4.180601180E-1
6.640309410E-1,2.335757017E-1,4.309748113E-2,4.178915024E-1,4.806748476E-1
6.690234410E-1,2.103884220E-1,2.063001692E-2,3.855762482E-1,4.397248331E-1
6.740159410E-1,1.443381310E-1,-4.066210985E-2,2.585678101E-1,2.989050278E-1
6.790084410E-1,4.528748989E-2,-9.732386470E-2,6.615543365E-2,1.260929529E-1
6.840009410E-1,-4.339075089E-2,-1.822746992E-1,-1.816453934E-1,2.609633541E-1
6.889934410E-1,-1.308093071E-1,-2.473615408E-1,-4.274282455E-1,5.108754367E-1
6.939859410E-1,-1.552011967E-1,-2.639105320E-1,-6.189727783E-1,6.905530252E-1
6.989784410E-1,-1.168827415E-1,-2.936308682E-1,-6.997575760E-1,7.678159461E-1
7.039709410E-1,1.690572500E-2,-3.077981770E-1,-6.612100601E-1,7.295370209E-1
7.089634410E-1,1.599981785E-1,-3.112915754E-1,-5.423221588E-1,6.454573464E-1
7.139559410E-1,2.597644329E-1,-2.854967117E-1,-3.912239075E-1,5.495835503E-1
7.189484410E-1,4.018340707E-1,-2.639388740E-1,-2.176609039E-1,5.277410527E-1
7.239409410E-1,4.432939291E-1,-2.326063514E-1,-7.879924774E-2,5.067785944E-1
7.289334410E-1,3.464321494E-1,-2.012587488E-1,-5.027389526E-2,4.037917565E-1
7.339259410E-1,1.975120306E-1,-2.124252915E-1,-1.026334763E-1,3.076835016E-1
7.389184410E-1,1.013903022E-1,-1.944933832E-1,-1.402273178E-1,2.603293494E-1
7.439109410E-1,3.909391165E-2,-1.335267127E-1,-1.537284851E-1,2.073406956E-1
7.489034410E-1,-4.168403149E-2,-8.686062694E-2,-1.528558731E-1,1.806854862E-1
7.538958890E-1,-1.405268312E-1,-8.279979229E-2,-1.757392883E-1,2.397663307E-1
7.588883370E-1,-1.668558121E-1,-5.450963974E-2,-1.889591217E-1,2.579102800E-1
7.638807840E-1,-1.542562246E-1,1.659533381E-2,-1.688823700E-1,2.293286786E-1
7.688732320E-1,-1.746954918E-1,9.686255455E-2,-7.301139832E-2,2.126770641E-1
7.738656800E-1,-1.617786884E-1,1.573162824E-1,1.360321045E-1,2.634871727E-1
7.788581280E-1,-1.444707513E-1,2.168346494E-1,3.006143570E-1,3.978166095E-1
7.838505760E-1,-1.564037204E-1,2.609867752E-1,3.688964844E-1,4.781849399E-1
7.888430240E-1,-2.070877552E-1,2.328186333E-1,3.654441833E-1,4.802492119E-1
7.938354720E-1,-2.913967967E-1,1.994715631E-1,3.098430634E-1,4.697911467E-1
7.988279200E-1,-2.949790955E-1,2.134419531E-1,2.167692184E-1,4.237440597E-1
8.038203680E-1,-3.278254867E-1,1.888655871E-1,1.720161438E-1,4.156071624E-1
8.088128160E-1,-3.469498754E-1,1.546236128E-1,2.036724091E-1,4.310047887E-1
8.138052640E-1,-2.714313269E-1,1.581766456E-1,1.923580170E-1,3.683699542E-1
8.187977120E-1,-1.779440641E-1,1.566431969E-1,2.096548080E-1,3.164748326E-1
8.237901590E-1,-8.073097467E-2,1.025712192E-1,1.983280182E-1,2.374286168E-1
8.287826070E-1,-3.723114729E-2,7.724674046E-2,1.871490479E-1,2.058591347E-1
8.337750550E-1,2.877289057E-2,5.204750597E-2,1.856336594E-1,1.949273649E-1
8.387675030E-1,1.362353563E-1,4.119558632E-2,1.794433594E-1,2.290350800E-1
8.437599510E-1,1.806519032E-1,6.626367569E-3,1.543455124E-1,2.377005596E-1
8.487523990E-1,1.767856479E-1,-4.658117890E-2,1.152524948E-1,2.161159621E-1
8.537448470E-1,1.201853156E-1,-4.699710011E-2,1.955509186E-2,1.305206464E-1
8.587372950E-1,-1.265329123E-2,-7.545638084E-2,-1.037569046E-1,1.289157339E-1
8.637297430E-1,-1.208539605E-1,-7.463052869E-2,-2.402496338E-1,2.790972628E-1
8.687221910E-1,-1.756607294E-1,-4.465097189E-2,-3.186254501E-1,3.665686547E-1
8.737146390E-1,-2.007392645E-1,-4.641920328E-3,-3.536586761E-1,4.066844710E-1
8.787070870E-1,-1.674885154E-1,3.084549308E-2,-3.504962921E-1,3.896812775E-1
8.836995340E-1,-1.138667464E-1,5.709563196E-2,-3.047552109E-1,3.303048375E-1
8.886919820E-1,-1.015725732E-1,5.956317484E-2,-2.405614853E-1,2.678331339E-1
8.936844300E-1,-5.892992020E-2,8.087705076E-2,-1.580867767E-1,1.870969316E-1
8.986768780E-1,-8.601236343E-2,9.672854841E-2,-2.424430847E-2,1.316902625E-1
9.036693260E-1,-9.733349085E-2,1.067542732E-1,7.985305786E-2,1.650660296E-1
9.086617740E-1,-7.924258709E-2,8.220581710E-2,1.877269745E-1,2.197239198E-1
9.136542220E-1,-4.210400581E-2,4.690176249E-2,2.234191895E-1,2.321393048E-1
9.186466700E-1,6.109517813E-2,-1.337480545E-2,2.065515518E-1,2.158125339E-1
9.236391180E-1,1.347293258E-1,-5.563247204E-2,2.087984085E-1,2.546443374E-1
9.286315660E-1,2.213638425E-1,-7.512652874E-2,1.920547485E-1,3.025408609E-1
9.336240140E-1,2.778887153E-1,-6.225624681E-2,1.849985123E-1,3.395915604E-1
9.386164620E-1,2.522760630E-1,-6.455180049E-2,1.875600815E-1,3.209188855E-1
9.436089090E-1,1.880579591E-1,-4.341065884E-2,1.094436646E-1,2.218742819E-1
9.486013570E-1,1.422348619E-1,-8.083939552E-3,-1.156806946E-3,1.424690991E-1
9.535938050E-1,-1.871401072E-2,6.079322100E-2,-9.169387817E-2,1.115965824E-1
9.585862530E-1,-1.943567395E-1,1.158669144E-1,-1.670513153E-1,2.812575794E-1
9.635787010E-1,-2.941846251E-1,1.718433052E-1,-2.416105270E-1,4.176725536E-1
9.685711490E-1,-3.612013459E-1,1.908908188E-1,-3.628892899E-1,5.464378773E-1
9.735635970E-1,-3.618249297E-1,2.257883549E-1,-4.213314056E-1,5.995146490E-1
9.785560450E-1,-3.769242465E-1,2.764333785E-1,-4.222421646E-1,6.299013779E-1
9.835484930E-1,-3.393390179E-1,2.997153997E-1,-4.136390686E-1,6.132516359E-1
9.885409410E-1,-2.820836902E-1,2.577354014E-1,-3.956604004E-1,5.500417237E-1
9.935333890E-1,-2.760405540E-1,1.935871094E-1,-4.633989334E-1,5.730732308E-1
9.985258370E-1,-3.066968620E-1,1.024852842E-1,-4.356889725E-1,5.425781781E-1
1.003518284E0,-3.309593201E-1,-1.560518146E-2,-3.845596313E-1,5.076058543E-1
1.008510732E0,-3.062011898E-1,-9.905216098E-2,-3.197050095E-1,4.536317805E-1
1.013503180E0,-2.182790637E-1,-1.580113471E-1,-2.650108337E-1,3.779471887E-1
1.018495628E0,-1.200601459E-1,-1.693134308E-1,-1.396684647E-1,2.501774500E-1
1.023488076E0,1.205956936E-2,-1.954460442E-1,-2.024555206E-2,1.968615549E-1
1.028480524E0,9.232276678E-2,-2.081069946E-1,5.531311035E-2,2.342894677E-1
1.033472972E0,-3.578984737E-2,-2.265875936E-1,1.301240921E-1,2.637330659E-1
1.038465420E0,-1.141073704E-1,-1.986169219E-1,-4.272556305E-2,2.330121185E-1
1.043457868E0,-2.191616297E-1,-2.001058161E-1,-3.044433594E-1,4.251586958E-1
1.048450316E0,-3.943811357E-1,-2.019635737E-1,-4.832620621E-1,6.556431849E-1
1.053442764E0,-5.211752653E-1,-2.084811330E-1,-6.700267792E-1,8.740846211E-1
1.058435212E0,-7.291593552E-1,-2.099008262E-1,-7.743749619E-1,1.084153266E0
1.063427659E0,-1.067629576E0,-1.966362000E-1,-7.018527985E-1,1.292708806E0
1.068420107E0,-1.362954617E0,-1.402402520E-1,-6.389217377E-1,1.511798135E0
1.073412555E0,-1.699784517E0,-1.122345328E-1,-6.754951477E-1,1.832527678E0
1.078405003E0,-1.884121180E0,-1.265853643E-2,-8.910598755E-1,2.084241003E0
1.083397451E0,-1.820915699E0,-4.723912477E-2,-2.913875580E-1,1.844687569E0
1.088389899E0,-5.384773016E-1,1.483500004E-3,-4.453878403E-1,6.988063633E-1
1.093382347E0,1.375867486E0,-8.095383644E-1,-3.010582924E0,3.407634553E0
1.098374795E0,2.848078489E0,-8.480941057E-1,-2.964612961E0,4.197587962E0
1.103367243E0,2.779903650E0,-2.614859343E-1,-3.052444458E0,4.136865525E0
1.108359691E0,1.534062505E0,6.100472212E-1,-1.735764503E0,2.395492390E0
1.113352139E0,1.613246918E0,4.083657265E-1,-6.145043850E0,6.366387681E0
1.118344587E0,5.796492100E-1,1.995404810E-1,-8.647720337E0,8.669421932E0
1.123337034E0,-3.871645629E-1,1.097944155E-1,-9.318399429E0,9.327085243E0
1.128329482E0,-7.007701993E-1,4.454540089E-2,-9.423359871E0,9.449485405E0
1.133321930E0,-6.223820448E-1,-1.071283035E-2,-9.346418381E0,9.367123930E0
1.138314378E0,-5.826289058E-1,-6.063625216E-2,-9.360121727E0,9.378433342E0
1.143306826E0,-5.432537198E-1,-1.101220101E-1,-9.268611908E0,9.285171951E0
1.148299274E0,-4.947188497E-1,-1.544615924E-1,-9.263042450E0,9.277529873E0
1.153291722E0,-4.512680769E-1,-2.078288049E-1,-9.195258141E0,9.208670260E0
1.158284170E0,-4.083099067E-1,-2.369150519E-1,-9.146565437E0,9.158739270E0
1.163276670E0,-3.656929433E-1,-2.894056141E-1,-9.112125397E0,9.124051522E0
1.168269170E0,-3.282806277E-1,-3.461335301E-1,-9.048965454E0,9.061531459E0
1.173261670E0,-2.912364006E-1,-3.881560862E-1,-9.028723717E0,9.041755125E0
1.178254170E0,-2.450729012E-1,-4.345121682E-1,-8.965397835E0,8.979266111E0
1.183246670E0,-2.040766180E-1,-4.946787953E-1,-8.930698395E0,8.946716056E0
1.188239170E0,-1.635100693E-1,-5.305497646E-1,-8.881586075E0,8.898920710E0
1.193231670E0,-1.281391233E-1,-5.755106807E-1,-8.832433701E0,8.852091123E0
1.198224170E0,-8.358898759E-2,-6.057332754E-1,-8.783242226E0,8.804501344E0
1.203216670E0,-4.429473355E-2,-6.546128392E-1,-8.753089905E0,8.777645634E0
1.208209170E0,8.836712688E-3,-7.029999495E-1,-8.708520889E0,8.736854302E0
1.213201670E0,2.811182663E-2,-7.461780310E-1,-8.635290146E0,8.667514513E0
1.218194170E0,7.556844503E-2,-7.936622500E-1,-8.600281715E0,8.637155547E0
1.223186670E0,1.082208380E-1,-8.359469771E-1,-8.550883293E0,8.592329381E0
1.228179170E0,1.452100128E-1,-8.777778149E-1,-8.506235123E0,8.552637944E0
1.233171670E0,1.769309938E-1,-9.238821268E-1,-8.485402107E0,8.537383187E0
1.238164170E0,2.224866152E-1,-9.599839449E-1,-8.407217026E0,8.464772152E0
1.243156670E0,2.627424002E-1,-9.956196547E-1,-8.391144753E0,8.454087906E0
1.248149170E0,2.881829441E-1,-1.030793428E0,-8.327251434E0,8.395754936E0
1.253141670E0,3.226238489E-1,-1.070325136E0,-8.292036057E0,8.367051094E0
1.258134170E0,3.565774560E-1,-1.114200711E0,-8.252001762E0,8.334514011E0
1.263126670E0,3.899806142E-1,-1.157539487E0,-8.192881584E0,8.283434746E0
1.268119170E0,4.228657186E-1,-1.186089158E0,-8.157670021E0,8.254283923E0
1.273111670E0,4.552366734E-1,-1.223668337E0,-8.108136177E0,8.212580404E0
1.278104170E0,4.918606281E-1,-1.255983472E0,-8.063414574E0,8.175455703E0
1.283096670E0,5.184718370E-1,-1.292593002E0,-8.009178162E0,8.129363108E0
1.288089170E0,5.494345427E-1,-1.328620553E0,-7.969333172E0,8.097986299E0
1.293081670E0,5.751227736E-1,-1.364170313E0,-7.924737453E0,8.061835433E0
1.298074170E0,6.100061536E-1,-1.403971195E0,-7.870644093E0,8.018122040E0
1.303066670E0,6.443448067E-1,-1.424201608E0,-7.821406841E0,7.976085219E0
1.308059170E0,6.543804407E-1,-1.467825890E0,-7.791324139E0,7.955341503E0
1.313051670E0,6.973620653E-1,-1.501324892E0,-7.732641697E0,7.907846603E0
1.318044170E0,7.159612775E-1,-1.534327507E0,-7.678854465E0,7.863305116E0
1.323036670E0,7.436134815E-1,-1.557260394E0,-7.649041176E0,7.841291466E0
1.328029170E0,7.755415440E-1,-1.594004989E0,-7.604955673E0,7.808819846E0
1.333021670E0,8.021332026E-1,-1.620669007E0,-7.556202412E0,7.769567594E0
1.338014118E0,8.282237649E-1,-1.661145568E0,-7.512341976E0,7.738258278E0
1.343006566E0,8.490483165E-1,-1.672370434E0,-7.463839054E0,7.695881973E0
1.347999014E0,8.836463690E-1,-1.711777091E0,-7.425018787E0,7.670848435E0
1.352991462E0,8.986005187E-1,-1.745796561E0,-7.381555080E0,7.638235656E0
1.357983909E0,9.273496866E-1,-1.764866590E0,-7.328714371E0,7.595050089E0
1.362976357E0,9.507334828E-1,-1.797748089E0,-7.290378094E0,7.568712248E0
1.367968805E0,9.687766433E-1,-1.825270057E0,-7.242656231E0,7.531680307E0
1.372961253E0,9.910565615E-1,-1.852201343E0,-7.228531837E0,7.527583639E0
1.377953701E0,1.012769938E0,-1.878538847E0,-7.157248497E0,7.468655648E0
1.382946149E0,1.043346047E0,-1.909020185E0,-7.114923954E0,7.440098918E0
1.387938597E0,1.068526030E0,-1.934133053E0,-7.082357407E0,7.419056879E0
1.392931045E0,1.083455086E0,-1.949044824E0,-7.030931473E0,7.376086227E0
1.397923493E0,1.092937708E0,-1.973005414E0,-6.975004196E0,7.330617077E0
1.402915941E0,1.125587940E0,-1.996326208E0,-6.919408321E0,7.289065651E0
1.407908389E0,1.128789663E0,-2.019080400E0,-6.873683453E0,7.252473783E0
1.412900837E0,1.145565510E0,-2.041252375E0,-6.837812901E0,7.227358913E0
1.417893284E0,1.161582112E0,-2.058064938E0,-6.806999207E0,7.205563301E0
1.422885732E0,1.172078729E0,-2.083816767E0,-6.771700859E0,7.181364312E0
1.427878180E0,1.191473722E0,-2.104127407E0,-6.727169514E0,7.148550304E0
1.432870628E0,1.219705582E0,-2.119020939E0,-6.697309017E0,7.129647924E0
1.437863076E0,1.223398685E0,-2.133362293E0,-6.653416634E0,7.093369574E0
1.442855524E0,1.240796328E0,-2.147093773E0,-6.600343227E0,7.050823917E0
1.447847972E0,1.233706951E0,-2.165019035E0,-6.557201385E0,7.014715267E0
1.452840420E0,1.254663110E0,-2.182324886E0,-6.523981571E0,6.992786066E0
1.457832868E0,1.265400529E0,-2.198980331E0,-6.481580257E0,6.960433581E0
1.462825316E0,1.270745516E0,-2.215023041E0,-6.434794903E0,6.922983943E0
1.467817764E0,1.289811850E0,-2.239892721E0,-6.388454914E0,6.891523068E0
1.472810212E0,1.298614979E0,-2.249857664E0,-6.352073669E0,6.862732712E0
1.477802659E0,1.306814909E0,-2.254443645E0,-6.316090107E0,6.832516052E0
1.482795107E0,1.309623718E0,-2.272681713E0,-6.280538559E0,6.806273653E0
1.487787555E0,1.316636443E0,-2.280713081E0,-6.221543789E0,6.755944849E0
1.492780003E0,1.313481450E0,-2.288107157E0,-6.167835712E0,6.708417493E0
1.497772451E0,1.314528584E0,-2.313973665E0,-6.119394302E0,6.673038749E0
1.502764899E0,1.329185367E0,-2.305716991E0,-6.057156563E0,6.616056999E0
1.507757347E0,1.328887224E0,-2.315986633E0,-6.038408279E0,6.602432119E0
1.512749795E0,1.327996135E0,-2.330343246E0,-6.000992775E0,6.573126171E0
1.517742243E0,1.340767860E0,-2.344075680E0,-5.978371620E0,6.559975341E0
1.522734691E0,1.338555098E0,-2.342823267E0,-5.941876411E0,6.525829135E0
1.527727139E0,1.330947399E0,-2.359984159E0,-5.920218468E0,6.510755173E0
1.532719587E0,1.341785550E0,-2.362135410E0,-5.879937172E0,6.477170162E0
1.537712034E0,1.332826257E0,-2.368337154E0,-5.854538918E0,6.454538918E0
1.542704482E0,1.332683682E0,-2.369117498E0,-5.824873924E0,6.427901660E0
1.547696930E0,1.341328502E0,-2.364414215E0,-5.762354374E0,6.371369135E0
1.552689378E0,1.334851027E0,-2.373353958E0,-5.724362850E0,6.339003574E0
1.557681826E0,1.337151527E0,-2.381604195E0,-5.672632217E0,6.295932736E0
1.562674274E0,1.329084039E0,-2.389170170E0,-5.631078720E0,6.259684180E0
1.567666722E0,1.324983358E0,-2.381785393E0,-5.575793266E0,6.206283357E0
1.572659170E0,1.315269470E0,-2.383242369E0,-5.549827576E0,6.181453234E0
1.577651618E0,1.309514761E0,-2.384003162E0,-5.524436474E0,6.157734838E0
1.582644066E0,1.312495470E0,-2.384152889E0,-5.494812012E0,6.131866633E0
1.587636514E0,1.295544624E0,-2.393126965E0,-5.465784073E0,6.105758599E0
