"t","x","y","z","a"
1.577740470E0,5.243662000E-1,1.463427067E0,2.040240288E0,2.564987159E0
1.582732345E0,5.652421117E-1,1.514298677E0,2.406270981E0,2.898747861E0
1.587724220E0,4.078440070E-1,1.458779812E0,2.755206108E0,3.144127219E0
1.592716095E0,-5.543959141E-2,1.371084690E0,3.022098541E0,3.319039977E0
1.597707970E0,-4.692574143E-1,1.294898987E0,3.216622353E0,3.499089205E0
1.602699845E0,-8.230153322E-1,1.321805000E0,3.305423737E0,3.653812909E0
1.607691720E0,-1.135047674E0,1.366739154E0,3.331624031E0,3.775715538E0
1.612683595E0,-1.214388132E0,1.277894258E0,3.548324585E0,3.962115550E0
1.617675470E0,-1.153366208E0,1.137668610E0,3.759261131E0,4.093481126E0
1.622667345E0,-1.272539854E0,1.138318300E0,3.797369003E0,4.163548676E0
1.627659220E0,-1.502717495E0,1.242108107E0,3.920743942E0,4.378724184E0
1.632651095E0,-1.683846951E0,1.367906332E0,4.124135017E0,4.659935400E0
1.637642970E0,-1.675326347E0,1.414981008E0,4.182743073E0,4.722735355E0
1.642634845E0,-1.513291359E0,1.292289972E0,4.111136436E0,4.567439864E0
1.647626720E0,-1.258927703E0,1.152269840E0,4.196122169E0,4.529907947E0
1.652618595E0,-1.014250994E0,1.117902637E0,4.556898117E0,4.800388717E0
1.657610470E0,-8.886135817E-1,1.211327314E0,5.073904037E0,5.291639646E0
1.662602345E0,-9.774586558E-1,1.454513431E0,5.565892220E0,5.835254146E0
1.667594220E0,-1.346631527E0,1.678779483E0,5.947481155E0,6.324891233E0
1.672586095E0,-1.726105213E0,1.878262401E0,6.190614700E0,6.695597003E0
1.677577970E0,-2.164346933E0,2.009030342E0,6.395974159E0,7.044791410E0
1.682569845E0,-2.593733788E0,2.155894279E0,6.644697189E0,7.451666649E0
1.687561720E0,-2.994249582E0,2.288871765E0,7.041509628E0,7.986696586E0
1.692553595E0,-3.503870010E0,2.344457626E0,7.471239090E0,8.578636264E0
1.697545470E0,-3.691487312E0,2.312233448E0,7.790353775E0,8.925419544E0
1.702537345E0,-3.478181601E0,2.162534714E0,7.936697006E0,8.931151270E0
1.707529220E0,-3.080354214E0,2.056656122E0,8.048715591E0,8.860036070E0
1.712521095E0,-2.762917042E0,2.098657608E0,8.006797791E0,8.726218264E0
1.717512970E0,-2.443108082E0,2.154227018E0,7.782588005E0,8.436714242E0
1.722504845E0,-2.077470779E0,2.205265999E0,7.328882217E0,7.930422279E0
1.727496720E0,-1.852596045E0,2.249113560E0,6.531907082E0,7.152372616E0
1.732488595E0,-1.765217304E0,2.236972570E0,5.474173546E0,6.171435362E0
1.737480418E0,-1.733033657E0,2.158942938E0,4.543660164E0,5.320647324E0
1.742472241E0,-1.718494177E0,2.090088367E0,4.132007599E0,4.939147539E0
1.747464064E0,-1.816398263E0,2.103232384E0,4.247538567E0,5.075871648E0
1.752455887E0,-1.907800913E0,2.106441259E0,4.587897301E0,5.396813944E0
1.757447710E0,-1.880794644E0,2.136271954E0,5.137897491E0,5.873588085E0
1.762439533E0,-1.747096062E0,2.190492868E0,5.834606171E0,6.472498190E0
1.767431356E0,-1.542266369E0,2.218914986E0,6.596182823E0,7.128239411E0
1.772423179E0,-1.436004162E0,2.257713318E0,7.188281059E0,7.670121379E0
1.777415002E0,-1.431042910E0,2.209988594E0,7.358184814E0,7.815037886E0
1.782406824E0,-1.444412231E0,2.109481096E0,7.049733162E0,7.498998256E0
1.787398647E0,-1.699951410E0,2.062381506E0,6.713150978E0,7.225624425E0
1.792390470E0,-2.328157902E0,2.069663286E0,6.635223389E0,7.330076040E0
1.797382293E0,-3.110556602E0,1.811757445E0,6.758094788E0,7.657014599E0
1.802374116E0,-3.522414923E0,1.336571932E0,6.823423386E0,7.794417112E0
1.807365939E0,-3.726081371E0,8.878539205E-1,6.559171677E0,7.595702736E0
1.812357762E0,-3.849401474E0,6.230443120E-1,6.114253998E0,7.251908568E0
1.817349585E0,-4.073938847E0,5.994995832E-1,5.680237770E0,7.015802064E0
1.822341408E0,-4.291209698E0,6.073284745E-1,5.429119110E0,6.946845533E0
1.827333231E0,-4.246103764E0,5.706641674E-1,5.479880333E0,6.955871134E0
1.832325054E0,-3.944714069E0,5.421391129E-1,5.846035957E0,7.073246802E0
1.837316877E0,-3.462871313E0,5.780643821E-1,6.435975075E0,7.331262601E0
1.842308699E0,-2.988924265E0,6.054574251E-1,6.919592857E0,7.561812763E0
1.847300522E0,-2.448266268E0,5.664684176E-1,7.096685410E0,7.528468502E0
1.852292345E0,-1.959520221E0,3.805902600E-1,7.039841652E0,7.317372406E0
1.857284168E0,-1.657701969E0,5.402559042E-2,6.773688316E0,6.973790074E0
1.862275991E0,-1.544307470E0,-2.922552526E-1,6.317952156E0,6.510515966E0
1.867267814E0,-1.673230648E0,-6.525824666E-1,5.835518837E0,6.105640407E0
1.872259637E0,-2.026925325E0,-9.647239447E-1,5.445816040E0,5.890333684E0
1.877251460E0,-2.421417713E0,-1.271764278E0,5.478016853E0,6.122852012E0
1.882243283E0,-2.883258581E0,-1.556283474E0,5.959579468E0,6.800866543E0
1.887235106E0,-3.167223215E0,-1.777218580E0,5.819664001E0,6.859905092E0
1.892226929E0,-2.768422127E0,-2.126010180E0,4.830866814E0,5.959979407E0
1.897218752E0,-1.947815061E0,-2.385405064E0,4.108028412E0,5.134202787E0
1.902210574E0,-1.181635141E0,-2.338790894E0,4.189579010E0,4.941535868E0
1.907202397E0,-5.826814771E-1,-2.220495701E0,4.671926498E0,5.205479427E0
1.912194220E0,-3.161441684E-1,-2.174682140E0,5.372868538E0,5.804903606E0
1.917186043E0,-5.325911045E-1,-2.216092587E0,5.900885582E0,6.325754523E0
1.922177866E0,-7.724990249E-1,-2.262076855E0,6.013376236E0,6.471046298E0
1.927169689E0,-6.933053136E-1,-2.539822578E0,5.993367195E0,6.546130256E0
1.932161512E0,-7.072039247E-1,-3.051937103E0,5.903301239E0,6.683069878E0
1.937153335E0,-1.286498308E0,-3.429397345E0,5.499994278E0,6.608008861E0
1.942145158E0,-2.357905865E0,-3.734593391E0,5.028198242E0,6.692509651E0
1.947136981E0,-3.827160120E0,-3.887122869E0,4.660313606E0,7.174635997E0
1.952128804E0,-5.309950829E0,-3.993384123E0,4.300754547E0,7.914492039E0
1.957120627E0,-6.532026768E0,-4.264430046E0,3.653562546E0,8.614015126E0
1.962112449E0,-7.397631168E0,-4.642694473E0,2.771848679E0,9.163116499E0
1.967104272E0,-8.022811890E0,-4.835343361E0,1.875128746E0,9.553123251E0
1.972096095E0,-8.361724854E0,-4.856028080E0,1.353846550E0,9.763828743E0
1.977087918E0,-8.400938034E0,-4.767062664E0,1.468481064E0,9.770214068E0
1.982079741E0,-8.415127754E0,-4.756221771E0,2.073485374E0,9.886119676E0
1.987071564E0,-8.205431938E0,-4.949576378E0,2.766872406E0,9.974116629E0
1.992063387E0,-7.662374496E0,-5.291277409E0,3.071833611E0,9.805394498E0
1.997055210E0,-7.090255737E0,-5.513983250E0,3.156948090E0,9.520612320E0
2.002047033E0,-6.423691750E0,-5.541488171E0,3.394873619E0,9.137673321E0
2.007038856E0,-5.784145832E0,-5.464927197E0,3.736854553E0,8.791237354E0
2.012030731E0,-4.783148289E0,-5.366096020E0,3.853336334E0,8.156083309E0
2.017022606E0,-3.433581114E0,-5.384364605E0,3.458928108E0,7.262578407E0
2.022014481E0,-1.809332848E0,-5.309677124E0,2.755121231E0,6.249563946E0
2.027006356E0,-6.043825150E-1,-5.127694607E0,2.003687859E0,5.538347699E0
2.031998231E0,1.245527267E-1,-5.009827614E0,9.879665375E-1,5.107833590E0
2.036990106E0,7.822213173E-1,-5.312903404E0,-6.316719055E-1,5.407200955E0
2.041981981E0,1.301090240E0,-5.623557568E0,-2.486634254E0,6.284949120E0
2.046973856E0,1.511639953E0,-5.448482513E0,-3.746337891E0,6.782777059E0
2.051965731E0,1.963878512E0,-4.230031967E0,-3.902558327E0,6.081114269E0
2.056957606E0,4.351871014E-1,-3.820809364E0,-3.449759960E0,5.166121930E0
2.061949481E0,2.924244404E-1,-3.657005310E0,-3.311573505E0,4.942238255E0
2.066941356E0,1.217105269E0,-3.027027607E0,-4.754806519E0,5.766491689E0
2.071933231E0,1.668333411E0,-2.474585533E0,-7.668316841E0,8.228608212E0
2.076925106E0,3.159067392E0,-2.985911846E0,-9.631466866E0,1.056695464E1
2.081916981E0,4.065338612E0,-2.872336388E0,-1.088254642E1,1.196691736E1
2.086908856E0,2.675515652E0,-2.003418684E0,-1.096514320E1,1.146326463E1
2.091900731E0,2.612221718E0,-2.072896957E0,-1.089912128E1,1.139787037E1
2.096892606E0,2.572760344E0,-2.099097490E0,-1.084255123E1,1.133958656E1
2.101884481E0,2.514073372E0,-2.129962921E0,-1.080017185E1,1.129163491E1
2.106876356E0,2.460138083E0,-2.160547972E0,-1.077674198E1,1.126314408E1
2.111868231E0,2.406123400E0,-2.167067289E0,-1.075787354E1,1.123465413E1
2.116860106E0,2.333192587E0,-2.187862396E0,-1.072437096E1,1.119118680E1
2.121851981E0,2.274673939E0,-2.217998028E0,-1.067632771E1,1.113901387E1
2.126843856E0,2.220892429E0,-2.247986078E0,-1.064243889E1,1.110168051E1
2.131835731E0,2.157484055E0,-2.273017168E0,-1.059401417E1,1.104782697E1
2.136827606E0,2.079653025E0,-2.307422161E0,-1.057886887E1,1.102549864E1
2.141819481E0,2.016110182E0,-2.336837292E0,-1.053959179E1,1.098219030E1
2.146811356E0,1.947580934E0,-2.356573105E0,-1.051446152E1,1.094990453E1
2.151803231E0,1.888577461E0,-2.376093864E0,-1.049865627E1,1.092860148E1
2.156795106E0,1.819859743E0,-2.395509958E0,-1.045870495E1,1.088277844E1
2.161786981E0,1.741521120E0,-2.419477940E0,-1.041856003E1,1.083665827E1
2.166778856E0,1.677527785E0,-2.457597017E0,-1.039252663E1,1.081011065E1
2.171770731E0,1.613449335E0,-2.466846704E0,-1.037102222E1,1.078177413E1
2.176762606E0,1.554065943E0,-2.495065451E0,-1.033970165E1,1.074941407E1
2.181754481E0,1.480246663E0,-2.527884722E0,-1.031291389E1,1.072089196E1
2.186746356E0,1.425440669E0,-2.541389942E0,-1.028587437E1,1.069063868E1
2.191738231E0,1.346651793E0,-2.559573174E0,-1.025855827E1,1.065846629E1
2.196730106E0,1.277284145E0,-2.596584320E0,-1.022623730E1,1.062777654E1
2.201721981E0,1.222138166E0,-2.604774952E0,-1.019364643E1,1.059192626E1
2.206713856E0,1.147795677E0,-2.636706829E0,-1.016556835E1,1.056448947E1
2.211705731E0,1.082888365E0,-2.658816576E0,-1.014678955E1,1.054510744E1
2.216697606E0,1.013091922E0,-2.676022530E0,-1.010858536E1,1.050575793E1
2.221689481E0,9.527527094E-1,-2.702666521E0,-1.007965755E1,1.047910495E1
2.226681356E0,8.827565908E-1,-2.719503164E0,-1.006001091E1,1.045843087E1
2.231673179E0,8.175015450E-1,-2.731442451E0,-1.002569675E1,1.042322801E1
2.236665002E0,7.522158623E-1,-2.771827221E0,-9.995883942E0,1.040031493E1
2.241656824E0,6.869273782E-1,-2.783375025E0,-9.975303650E0,1.037910057E1
2.246648647E0,6.312912107E-1,-2.799581766E0,-9.949594498E0,1.035522174E1
2.251640470E0,5.518000722E-1,-2.825224400E0,-9.918765068E0,1.032803354E1
2.256632293E0,4.867614806E-1,-2.855391264E0,-9.887632370E0,1.030317766E1
2.261624116E0,4.314438105E-1,-2.856738329E0,-9.860939026E0,1.027546671E1
2.266615939E0,3.714867532E-1,-2.886602879E0,-9.824357986E0,1.024638904E1
2.271607762E0,2.973326147E-1,-2.916309357E0,-9.792227745E0,1.022159436E1
2.276599585E0,2.282158434E-1,-2.921918631E0,-9.764551163E0,1.019490806E1
2.281591408E0,1.689204127E-1,-2.946483135E0,-9.741316795E0,1.017858290E1
2.286583231E0,1.098401174E-1,-2.975628614E0,-9.708184242E0,1.015456901E1
2.291575054E0,4.145189747E-2,-2.990181208E0,-9.679524422E0,1.013094739E1
2.296566877E0,-1.700681075E-2,-3.004610300E0,-9.645743370E0,1.010288758E1
2.301558699E0,-7.989037037E-2,-3.028473139E0,-9.611628532E0,1.007776935E1
2.306550522E0,-1.472036988E-1,-3.052090168E0,-9.567662239E0,1.004375846E1
2.311542345E0,-1.997728050E-1,-3.065958261E0,-9.542521477E0,1.002495513E1
2.316534168E0,-2.662646174E-1,-3.089264154E0,-9.517041206E0,1.000942172E1
2.321525991E0,-3.371242583E-1,-3.102772474E0,-9.472145081E0,9.973082884E0
2.326517814E0,-3.883157372E-1,-3.116160870E0,-9.450854301E0,9.958910317E0
2.331509637E0,-4.485516548E-1,-3.134163857E0,-9.414914131E0,9.933015140E0
2.336501460E0,-5.034778714E-1,-3.151995897E0,-9.369138718E0,9.897945666E0
2.341493283E0,-5.579337478E-1,-3.174428701E0,-9.332667351E0,9.873548882E0
2.346485106E0,-6.260714531E-1,-3.196631432E0,-9.305512428E0,9.859157141E0
2.351476929E0,-6.793100834E-1,-3.218703747E0,-9.263730049E0,9.830473560E0
2.356468752E0,-7.463018298E-1,-3.216655731E0,-9.236063957E0,9.808604281E0
2.361460574E0,-7.982980609E-1,-3.243114233E0,-9.198599815E0,9.786179453E0
2.366452397E0,-8.448573947E-1,-3.264655113E0,-9.160896301E0,9.761853209E0
2.371444220E0,-9.002618790E-1,-3.276418209E0,-9.123002052E0,9.735222349E0
2.376436043E0,-9.596503973E-1,-3.287988424E0,-9.084930420E0,9.709158434E0
2.381427866E0,-1.018287897E0,-3.299320459E0,-9.056262016E0,9.692177642E0
2.386419689E0,-1.071319938E0,-3.310510159E0,-9.008290291E0,9.656940400E0
2.391411512E0,-1.113868952E0,-3.350140333E0,-8.979340553E0,9.648455890E0
2.396403335E0,-1.169834733E0,-3.356091261E0,-8.940697670E0,9.621223242E0
2.401395158E0,-1.224814773E0,-3.376154900E0,-8.901980400E0,9.599158722E0
2.406386981E0,-1.273972392E0,-3.386468410E0,-8.863189697E0,9.573259923E0
2.411378804E0,-1.321960211E0,-3.391787291E0,-8.838713646E0,9.559009297E0
2.416370627E0,-1.373529911E0,-3.406429529E0,-8.785550117E0,9.522407123E0
2.421362449E0,-1.400063872E0,-3.430455446E0,-8.751520157E0,9.503541891E0
2.426354272E0,-1.449227571E0,-3.444704533E0,-8.712746620E0,9.480411570E0
2.431346095E0,-1.497089863E0,-3.463539124E0,-8.678812981E0,9.463571000E0
2.436337918E0,-1.538919210E0,-3.477336884E0,-8.644963264E0,9.444338727E0
2.441329741E0,-1.574652553E0,-3.481305361E0,-8.587346077E0,9.399017519E0
2.446321564E0,-1.608968139E0,-3.499450207E0,-8.563355446E0,9.389674473E0
2.451313387E0,-1.651481867E0,-3.502938986E0,-8.510865211E0,9.350550815E0
2.456305210E0,-1.692499518E0,-3.506255865E0,-8.482492447E0,9.333330752E0
2.461297033E0,-1.712929010E0,-3.542787075E0,-8.435224533E0,9.307979318E0
2.466288856E0,-1.755856752E0,-3.540756941E0,-8.388237000E0,9.272675591E0
2.471280679E0,-1.792483926E0,-3.557687521E0,-8.351082802E0,9.252606286E0
2.476272502E0,-1.822761178E0,-3.564776182E0,-8.309475899E0,9.223745294E0
2.481264324E0,-1.851498485E0,-3.586010456E0,-8.282526970E0,9.213455955E0
2.486256147E0,-1.873949170E0,-3.587774992E0,-8.222486496E0,9.164774905E0
2.491247970E0,-1.890045881E0,-3.598880529E0,-8.181982994E0,9.136140335E0
2.496239845E0,-1.918991089E0,-3.609706163E0,-8.151439667E0,9.119126824E0
2.501231720E0,-1.941653371E0,-3.620261192E0,-8.111732483E0,9.092662580E0
2.506223595E0,-1.953295350E0,-3.630455732E0,-8.062928200E0,9.055737557E0
2.511215470E0,-1.982582927E0,-3.640410423E0,-8.028909683E0,9.035851582E0
2.516207345E0,-1.981682301E0,-3.654836416E0,-7.985801220E0,9.003216930E0
2.521199220E0,-2.008174181E0,-3.659355164E0,-7.957499981E0,8.985847189E0
2.526191095E0,-2.014057636E0,-3.677889347E0,-7.939247608E0,8.978582895E0
2.531182970E0,-2.032979488E0,-3.676936388E0,-7.897554874E0,8.945626853E0
2.536174845E0,-2.045742750E0,-3.689963579E0,-7.870736599E0,8.930251353E0
2.541166720E0,-2.052390814E0,-3.688291311E0,-7.839643002E0,8.903696044E0
2.546158595E0,-2.062558889E0,-3.700598001E0,-7.799505711E0,8.875858498E0
2.551150470E0,-2.076250553E0,-3.707729340E0,-7.764692783E0,8.851470343E0
2.556142345E0,-2.083930016E0,-3.700157642E0,-7.730406284E0,8.820040375E0
2.561134220E0,-2.067525864E0,-3.692414522E0,-7.666510105E0,8.756938129E0
2.566126095E0,-2.054829359E0,-3.669916630E0,-7.589434147E0,8.676988097E0
2.571117970E0,-2.060031176E0,-3.656628847E0,-7.513502598E0,8.606241006E0
2.576109845E0,-2.035515308E0,-3.642909527E0,-7.429241657E0,8.521017779E0
2.581101720E0,-2.029075861E0,-3.614595175E0,-7.374662876E0,8.459793122E0
2.586093595E0,-2.021541595E0,-3.595419407E0,-7.292610168E0,8.378295423E0
2.591085470E0,-1.998711586E0,-3.580685139E0,-7.211740017E0,8.296104395E0
2.596077345E0,-1.998719811E0,-3.546568155E0,-7.136811733E0,8.216270947E0
2.601069220E0,-1.978654861E0,-3.526445150E0,-7.067786217E0,8.142757055E0
2.606061095E0,-1.962381363E0,-3.524952412E0,-6.995130539E0,8.075152096E0
2.611052970E0,-1.945113420E0,-3.499242306E0,-6.937851906E0,8.010115605E0
2.616044845E0,-1.917341352E0,-3.468468666E0,-6.857861519E0,7.920652584E0
2.621036720E0,-1.898103356E0,-3.470667362E0,-6.793347836E0,7.861164233E0
2.626028595E0,-1.873039484E0,-3.420058012E0,-6.734710693E0,7.782120652E0
2.631020470E0,-1.856518745E0,-3.416862965E0,-6.672353745E0,7.722818065E0
2.636012345E0,-1.829341888E0,-3.389457941E0,-6.611091614E0,7.651238410E0
2.641004220E0,-1.815373063E0,-3.366521358E0,-6.560407162E0,7.593944136E0
2.645996095E0,-1.776458025E0,-3.329057455E0,-6.496463299E0,7.512819847E0
2.650987970E0,-1.760414839E0,-3.310422421E0,-6.424083710E0,7.438199279E0
2.655979845E0,-1.738557935E0,-3.286669016E0,-6.362350464E0,7.369143799E0
2.660971720E0,-1.715734243E0,-3.257927895E0,-6.292119980E0,7.290309459E0
2.665963595E0,-1.691946149E0,-3.228958130E0,-6.227717400E0,7.216184337E0
2.670955470E0,-1.662413120E0,-3.209282875E0,-6.150090218E0,7.133493088E0
2.675947345E0,-1.636657119E0,-3.184557915E0,-6.078349590E0,7.054529706E0
2.680939220E0,-1.605248809E0,-3.159650326E0,-6.031368732E0,6.995543060E0
2.685931095E0,-1.568212628E0,-3.134469986E0,-5.985238075E0,6.935940294E0
2.690922970E0,-1.539870739E0,-3.099578857E0,-5.930407524E0,6.866463747E0
2.695914845E0,-1.510663748E0,-3.078797579E0,-5.871684551E0,6.799836686E0
2.700906720E0,-1.475779176E0,-3.057748556E0,-5.832854748E0,6.749069930E0
2.705898595E0,-1.444853783E0,-3.012699127E0,-5.789971352E0,6.684887937E0
2.710890470E0,-1.417782903E0,-3.005600691E0,-5.728812695E0,6.622917692E0
2.715882345E0,-1.375649929E0,-2.979135513E0,-5.668494701E0,6.549770478E0
2.720874220E0,-1.351697445E0,-2.942955494E0,-5.613772869E0,6.480935029E0
2.725866043E0,-1.303064346E0,-2.916208506E0,-5.564541817E0,6.416102740E0
2.730857866E0,-1.277370572E0,-2.884523153E0,-5.487535477E0,6.329707340E0
2.735849689E0,-1.226947188E0,-2.866934538E0,-5.454189301E0,6.282745735E0
2.740841512E0,-1.189999223E0,-2.834846735E0,-5.397631645E0,6.211833992E0
2.745833335E0,-1.133105993E0,-2.807394028E0,-5.346529007E0,6.144164943E0
2.750825158E0,-1.094434619E0,-2.789246559E0,-5.291330814E0,6.080778346E0
2.755816981E0,-1.054878235E0,-2.751835823E0,-5.232038975E0,6.004964639E0
2.760808804E0,-1.004908204E0,-2.723758221E0,-5.197185040E0,5.953102693E0
2.765800627E0,-9.636043310E-1,-2.714493513E0,-5.139024734E0,5.891229376E0
2.770792449E0,-9.119067192E-1,-2.671621799E0,-5.081479073E0,5.812965377E0
2.775784272E0,-8.688470125E-1,-2.638181686E0,-5.029260159E0,5.745289852E0
2.780776095E0,-8.154007792E-1,-2.614107132E0,-4.982279778E0,5.685204157E0
2.785767918E0,-7.801836729E-1,-2.585015297E0,-4.930987358E0,5.621888204E0
2.790759741E0,-7.202281952E-1,-2.560405493E0,-4.880161285E0,5.557911398E0
2.795751564E0,-6.784833670E-1,-2.525938988E0,-4.806045532E0,5.471634226E0
2.800743387E0,-6.356798410E-1,-2.505283833E0,-4.727872849E0,5.388257382E0
2.805735210E0,-6.416973472E-1,-2.002428770E0,-6.873814583E0,7.188242023E0
2.810727033E0,-7.711647987E0,5.036628723E0,-4.369214630E1,4.465244441E1
2.815718856E0,-1.459973717E1,5.983240128E0,-5.431829834E1,5.656349549E1
2.820710679E0,2.367310333E1,-1.350196242E0,4.391386414E1,4.990657587E1
2.825702502E0,7.672058105E1,-2.929684067E1,1.498055573E2,1.708392736E2
2.830694324E0,1.137653656E2,-4.506339264E1,1.502836151E2,1.937999813E2
2.835686147E0,8.528821564E1,-3.756530380E1,1.500200500E2,1.766104391E2
2.840677970E0,3.341499329E1,-3.262499237E1,1.497651978E2,1.568775521E2
2.845669793E0,1.454564095E1,-2.638055229E1,1.353992462E2,1.387100036E2
2.850661616E0,7.320698738E0,-1.817413712E1,7.060750580E1,7.327558778E1
2.855653439E0,3.462045193E0,-1.150577736E1,2.483325005E1,2.758729739E1
2.860645262E0,1.855875492E0,-6.965788364E0,-2.736280441E0,7.710623323E0
2.865637085E0,7.277081609E-1,-4.298377037E0,-1.493285942E1,1.555621724E1
2.870628908E0,-2.764154226E-2,-2.893430710E0,-1.500543785E1,1.528188046E1
2.875620731E0,8.456628770E-2,-2.132755518E0,-1.139304543E1,1.159125885E1
2.880612554E0,3.825078309E-1,-1.780328035E0,-8.590304375E0,8.781184966E0
2.885604377E0,4.824615717E-1,-1.688496232E0,-7.570563316E0,7.771564683E0
2.890596199E0,5.597064495E-1,-1.827255249E0,-7.584902287E0,7.821948335E0
2.895588022E0,6.745408773E-1,-1.975268602E0,-7.584764957E0,7.866724281E0
2.900579845E0,8.022094965E-1,-2.141510010E0,-7.685017586E0,8.018048422E0
2.905571668E0,9.424434900E-1,-2.277664900E0,-7.751784801E0,8.134256250E0
2.910563491E0,1.056999087E0,-2.436152220E0,-7.718309402E0,8.162376170E0
2.915555314E0,1.141205072E0,-2.583474159E0,-7.575266361E0,8.084636553E0
2.920547137E0,1.247736216E0,-2.719799995E0,-7.394560814E0,7.977072603E0
2.925538960E0,1.357360840E0,-2.854630232E0,-7.276712894E0,7.933592677E0
2.930530783E0,1.455564737E0,-3.002241611E0,-7.087855339E0,7.833888990E0
2.935522606E0,1.556636572E0,-3.124408484E0,-6.966781616E0,7.792373956E0
2.940514429E0,1.655802727E0,-3.259385109E0,-6.808256149E0,7.727718017E0
2.945506252E0,1.757814407E0,-3.392788649E0,-6.703211308E0,7.715825823E0
2.950498074E0,1.853034019E0,-3.519658327E0,-6.594305038E0,7.701077117E0
2.955489897E0,1.946202755E0,-3.649677277E0,-6.519786358E0,7.721105072E0
2.960481720E0,2.042162180E0,-3.777931213E0,-6.417511463E0,7.721893809E0
2.965473543E0,2.126340628E0,-3.899679899E0,-6.301933289E0,7.709941047E0
2.970465366E0,2.217842817E0,-4.024374962E0,-6.225744724E0,7.737849699E0
2.975457189E0,2.297475576E0,-4.151995659E0,-6.088538170E0,7.719310787E0
2.980449012E0,2.379528522E0,-4.253764629E0,-5.995673656E0,7.726886314E0
2.985440887E0,2.463923454E0,-4.377451420E0,-5.865899563E0,7.722808906E0
2.990432762E0,2.531380415E0,-4.503875732E0,-5.737613201E0,7.720944804E0
2.995424637E0,2.615357161E0,-4.599514961E0,-5.653907299E0,7.743532702E0
3.000416512E0,2.682262897E0,-4.721720695E0,-5.504861355E0,7.732572606E0
3.005408387E0,2.751140833E0,-4.827450752E0,-5.395809174E0,7.745180003E0
3.010400262E0,2.817236423E0,-4.940489769E0,-5.274209976E0,7.756452224E0
3.015392137E0,2.880379438E0,-5.036938667E0,-5.121060371E0,7.739030700E0
3.020384012E0,2.950124264E0,-5.135863304E0,-5.012995243E0,7.759539056E0
3.025375887E0,3.002444267E0,-5.237237930E0,-4.863997459E0,7.752535327E0
3.030367762E0,3.061195135E0,-5.331472397E0,-4.741151333E0,7.763635072E0
3.035359637E0,3.116764545E0,-5.418440819E0,-4.611131191E0,7.767641405E0
3.040351512E0,3.135438204E0,-5.464678764E0,-4.512400627E0,7.749544899E0
3.045343387E0,3.207658529E0,-5.512925625E0,-4.512558460E0,7.813104763E0
3.050335262E0,3.418783665E0,-5.571882725E0,-4.603401184E0,7.995327467E0
3.055327137E0,3.567336321E0,-5.520995617E0,-4.772341728E0,8.122962920E0
3.060319012E0,3.790676117E0,-5.248781204E0,-5.300305367E0,8.367327323E0
3.065310887E0,4.369405746E0,-4.843184948E0,-6.044865608E0,8.893174194E0
3.070302762E0,5.034782410E0,-4.138196468E0,-6.869422913E0,9.469037706E0
3.075294637E0,5.538829803E0,-2.766994953E0,-7.618545532E0,9.817185579E0
3.080286512E0,5.324048042E0,-6.752023697E-1,-7.953235626E0,9.594547552E0
3.085278387E0,4.507878780E0,2.084310532E0,-8.000055313E0,9.416273493E0
3.090270262E0,3.360868692E0,5.262083530E0,-7.849537373E0,1.002996503E1
3.095262137E0,1.875503063E0,8.881077766E0,-7.590540409E0,1.183247048E1
3.100254012E0,-4.239439964E-2,1.271047974E1,-7.291761398E0,1.465359603E1
3.105245887E0,-2.071331978E0,1.618471336E1,-6.930062294E0,1.772741172E1
3.110237762E0,-4.168822765E0,1.881993103E1,-6.678496361E0,2.040027453E1
3.115229637E0,-6.050151348E0,2.037145233E1,-6.299128532E0,2.216482397E1
3.120221512E0,-7.220244408E0,2.033614540E1,-5.773436546E0,2.233882962E1
3.125213387E0,-7.685936928E0,1.902866364E1,-5.230512142E0,2.117833618E1
3.130205262E0,-7.290716171E0,1.629012299E1,-4.881042480E0,1.850262751E1
3.135197137E0,-5.893157005E0,1.237934971E1,-5.095712662E0,1.462682078E1
3.140189012E0,-3.792352676E0,8.097672462E0,-5.788706779E0,1.065191834E1
3.145180887E0,-1.755854845E0,4.299469948E0,-6.464584351E0,7.959856713E0
3.150172762E0,-1.575982571E-1,1.249085903E0,-6.880595684E0,6.994830217E0
3.155164637E0,9.545595646E-1,-1.120418787E0,-7.103625774E0,7.254517307E0
3.160156512E0,1.719741106E0,-2.910126448E0,-7.213757515E0,7.966469914E0
3.165148387E0,2.224612713E0,-4.245408058E0,-7.266494751E0,8.704845620E0
3.170140262E0,2.560706139E0,-5.179854393E0,-7.321985722E0,9.327356666E0
3.175132137E0,2.776339531E0,-5.843582153E0,-7.340015888E0,9.784239716E0
3.180124012E0,2.919689894E0,-6.309129715E0,-7.328436375E0,1.010127153E1
3.185115887E0,3.009906530E0,-6.620125771E0,-7.300142288E0,1.030425543E1
3.190107762E0,3.022941113E0,-6.777243614E0,-7.201132774E0,1.034047954E1
3.195099637E0,2.986601830E0,-6.804929256E0,-6.901325703E0,1.014175276E1
3.200091512E0,2.884152651E0,-6.851963043E0,-6.175522327E0,9.664616396E0
3.205083387E0,2.822367907E0,-7.029116154E0,-4.674384117E0,8.900792177E0
3.210075262E0,2.996424675E0,-7.505934715E0,-1.762120247E0,8.271800563E0
3.215067137E0,3.248538017E0,-8.217857361E0,1.117112160E0,8.906970216E0
3.220058960E0,3.293964386E0,-8.964980125E0,7.943850994E0,1.242279512E1
